lon,lat,Y,lambda_est,sigma_ou_sq_est,sigma_i_sq
-28.0000000000,38.0000000000,-0.0000004429,0.4330847457,0.0444655716,0.0514358783
-28.0000000000,38.0999984741,0.0000002375,0.4398532780,0.0445826910,0.0507790483
-28.0000000000,38.2000007629,0.0000002447,0.4468121204,0.0448830836,0.0503259020
-28.0000000000,38.2999992371,0.0000003554,0.4534210910,0.0452374667,0.0499846079
-28.0000000000,38.4000015259,-0.0000003572,0.4575214779,0.0450460352,0.0493283285
-28.0000000000,38.5000000000,-0.0000002465,0.4617093134,0.0450411253,0.0488764963
-28.0000000000,38.5999984741,-0.0000000268,0.4659350205,0.0452229120,0.0486292047
-28.0000000000,38.7000007629,-0.0000008037,0.4706978992,0.0455088988,0.0484419396
-28.0000000000,38.7999992371,-0.0000004786,0.4770887420,0.0457044430,0.0479993099
-28.0000000000,38.9000015259,0.0000008358,0.4831620454,0.0460679084,0.0477733519
-28.0000000000,39.0000000000,0.0000011073,0.4888013798,0.0465972386,0.0477647986
-28.0000000000,39.0999984741,-0.0000001822,0.4923514091,0.0469293334,0.0477583721
-28.0000000000,39.2000007629,0.0000003429,0.4928215482,0.0467441157,0.0475249917
-28.0000000000,39.2999992371,0.0000003804,0.4934006629,0.0467361547,0.0474612606
-28.0000000000,39.4000015259,-0.0000005590,0.4940840611,0.0469055548,0.0475671807
-28.0000000000,39.5000000000,0.0000001482,0.4954423527,0.0470475145,0.0475803115
-28.0000000000,39.5999984741,0.0000005751,0.4976086682,0.0471238345,0.0474502950
-28.0000000000,39.7000007629,-0.0000005661,0.4999492185,0.0473586731,0.0474634834
-28.0000000000,39.7999992371,0.0000002786,0.5024465315,0.0477523580,0.0476198404
-28.0000000000,39.9000015259,0.0000011305,0.5041111500,0.0478928275,0.0476022498
-28.0000000000,40.0000000000,-0.0000004286,0.5050581966,0.0479076393,0.0475278406
-28.0000000000,40.0999984741,-0.0000005108,0.5058083964,0.0480391979,0.0475875450
-28.0000000000,40.2000007629,-0.0000000446,0.5063552464,0.0482874736,0.0477814193
-28.0000000000,40.2999992371,-0.0000000518,0.5050146525,0.0481667854,0.0477885028
-28.0000000000,40.4000015259,0.0000004179,0.5030852360,0.0480191335,0.0478246499
-28.0000000000,40.5000000000,0.0000004197,0.5010252320,0.0479689538,0.0479707965
-28.0000000000,40.5999984741,-0.0000002768,0.4988527630,0.0480164737,0.0482268996
-28.0000000000,40.7000007629,0.0000005465,0.4961523933,0.0476571359,0.0481267117
-28.0000000000,40.7999992371,-0.0000001822,0.4935756712,0.0473914929,0.0481083355
-28.0000000000,40.9000015259,0.0000001143,0.4911410401,0.0472262502,0.0481780940
-28.0000000000,41.0000000000,0.0000000000,0.4888719247,0.0470413677,0.0482121592
-28.0000000000,41.0999984741,-0.0000008608,0.4867928478,0.0464782901,0.0478392903
-28.0000000000,41.2000007629,0.0000002018,0.4848400360,0.0460112691,0.0475499481
-28.0000000000,41.2999992371,-0.0000003125,0.4830229093,0.0456399806,0.0473441159
-28.0000000000,41.4000015259,0.0000002750,0.4804330179,0.0450459272,0.0469805489
-28.0000000000,41.5000000000,-0.0000002572,0.4766719293,0.0441503413,0.0464110355
-28.0000000000,41.5999984741,-0.0000006661,0.4728870582,0.0433679894,0.0459544896
-28.0000000000,41.7000007629,0.0000003036,0.4691054050,0.0426988825,0.0456109684
-28.0000000000,41.7999992371,0.0000000429,0.4626817280,0.0416724794,0.0451336342
-28.0000000000,41.9000015259,-0.0000002429,0.4549336657,0.0405591652,0.0446770101
-28.0000000000,42.0000000000,0.0000006536,0.4470713911,0.0395676903,0.0443520939
-28.0000000000,42.0999984741,-0.0000003483,0.4391740480,0.0386986323,0.0441584234
-28.0000000000,42.2000007629,0.0000000947,0.4318861243,0.0378072485,0.0438699273
-28.0000000000,42.2999992371,-0.0000008805,0.4246189329,0.0370349810,0.0437096675
-28.0000000000,42.4000015259,-0.0000006679,0.4174267645,0.0363858305,0.0436834901
-28.0000000000,42.5000000000,0.0000003822,0.4105015415,0.0358121172,0.0437199545
-28.0000000000,42.5999984741,0.0000006072,0.4041154581,0.0352373421,0.0436981121
-28.0000000000,42.7000007629,-0.0000010198,0.3979874336,0.0347866006,0.0438031394
-28.0000000000,42.7999992371,-0.0000007465,0.3921561089,0.0344590694,0.0440353979
-28.0000000000,42.9000015259,0.0000004786,0.3878480884,0.0341620706,0.0441405298
-28.0000000000,43.0000000000,0.0000001661,0.3846339902,0.0339044891,0.0441737038
-28.0000000000,43.0999984741,0.0000000589,0.3817068949,0.0337420590,0.0442989121
-28.0000000000,43.2000007629,0.0000005626,0.3790725122,0.0336740576,0.0445163801
-28.0000000000,43.2999992371,0.0000007322,0.3771671504,0.0334716104,0.0444723829
-28.0000000000,43.4000015259,0.0000000911,0.3754958005,0.0333302245,0.0444816208
-28.0000000000,43.5000000000,0.0000002875,0.3740334298,0.0332628824,0.0445651196
-28.0000000000,43.5999984741,-0.0000003661,0.3722724028,0.0331181996,0.0445811371
-28.0000000000,43.7000007629,0.0000001054,0.3695971195,0.0327210762,0.0443658701
-28.0000000000,43.7999992371,0.0000003018,0.3671604683,0.0324142911,0.0442418587
-28.0000000000,43.9000015259,0.0000004018,0.3649717080,0.0321972631,0.0442092589
-28.0000000000,44.0000000000,-0.0000009358,0.3596918354,0.0316614024,0.0441118448
-28.0000000000,44.0999984741,0.0000000964,0.3531972457,0.0310542956,0.0440616899
-28.0000000000,44.2000007629,-0.0000006554,0.3469713143,0.0305550154,0.0441310397
-28.0000000000,44.2999992371,-0.0000000179,0.3409317093,0.0301305838,0.0442885911
-28.0000000000,44.4000015259,-0.0000006019,0.3343645836,0.0295795053,0.0443324139
-28.0000000000,44.5000000000,-0.0000005036,0.3283565625,0.0291901566,0.0445488704
-28.0000000000,44.5999984741,0.0000003786,0.3229293580,0.0289595369,0.0449388110
-28.0000000000,44.7000007629,-0.0000002661,0.3173877064,0.0287098084,0.0453282930
-28.0000000000,44.7999992371,-0.0000003733,0.3117918057,0.0284423437,0.0457111148
-28.0000000000,44.9000015259,-0.0000004911,0.3067304903,0.0282975864,0.0462277689
-28.0000000000,45.0000000000,0.0000000482,0.3021977053,0.0282730889,0.0468791257
-28.0000000000,45.0999984741,0.0000001161,0.2994648684,0.0280420557,0.0469202761
-28.0000000000,45.2000007629,-0.0000001232,0.2970904555,0.0278988462,0.0470534542
-28.0000000000,45.2999992371,-0.0000000947,0.2950632678,0.0278446581,0.0472842163
-28.0000000000,45.4000015259,-0.0000001607,0.2938022496,0.0276623312,0.0471764456
-28.0000000000,45.5000000000,-0.0000007983,0.2933382188,0.0273257308,0.0466771744
-28.0000000000,45.5999984741,-0.0000003679,0.2931917045,0.0270817354,0.0462843480
-28.0000000000,45.7000007629,0.0000006054,0.2933710492,0.0269302726,0.0459979723
-28.0000000000,45.7999992371,0.0000000768,0.2946597415,0.0266779531,0.0453690838
-28.0000000000,45.9000015259,0.0000001054,0.2963272940,0.0265249964,0.0448562491
-28.0000000000,46.0000000000,0.0000001018,0.2983536298,0.0264793783,0.0444758274
-28.0000000000,46.0999984741,-0.0000001036,0.3009128256,0.0265073907,0.0441449665
-28.0000000000,46.2000007629,-0.0000001911,0.3039261440,0.0265967827,0.0438553387
-28.0000000000,46.2999992371,0.0000004608,0.3071696945,0.0267812796,0.0436936228
-28.0000000000,46.4000015259,-0.0000006822,0.3106067397,0.0270575490,0.0436559592
-28.0000000000,46.5000000000,-0.0000003518,0.3134317122,0.0272703320,0.0436028284
-28.0000000000,46.5999984741,-0.0000002590,0.3164255573,0.0275781471,0.0436776227
-28.0000000000,46.7000007629,0.0000009876,0.3195677820,0.0279815011,0.0438802286
-28.0000000000,46.7999992371,-0.0000000375,0.3215521125,0.0283259377,0.0441456408
-28.0000000000,46.9000015259,0.0000004125,0.3227967817,0.0286598764,0.0444930641
-28.0000000000,47.0000000000,-0.0000001268,0.3242034162,0.0290926266,0.0449678595
-28.0000000000,47.0999984741,0.0000002875,0.3252093302,0.0295446031,0.0455239782
-28.0000000000,47.2000007629,-0.0000002357,0.3237816175,0.0297129098,0.0459841828
-28.0000000000,47.2999992371,-0.0000002143,0.3226014199,0.0299811959,0.0465678611
-28.0000000000,47.4000015259,-0.0000002054,0.3216646243,0.0303491279,0.0472751098
-28.0000000000,47.5000000000,0.0000001179,0.3192528977,0.0304429475,0.0477784201
-28.0000000000,47.5999984741,0.0000007733,0.3166538355,0.0305311773,0.0483090755
-28.0000000000,47.7000007629,0.0000004822,0.3143609166,0.0307194013,0.0489600836
-28.0000000000,47.7999992371,-0.0000004000,0.3115764940,0.0307718869,0.0494809506
-28.0000000000,47.9000015259,-0.0000009447,0.3079818815,0.0305889901,0.0497603728
-28.0000000000,48.0000000000,0.0000005340,0.3047569311,0.0305161588,0.0501663901
-28.0000000000,48.0999984741,-0.0000000196,0.3018634499,0.0305263456,0.0506631695
-28.0000000000,48.2000007629,-0.0000001357,0.2987230431,0.0302205700,0.0506829241
-28.0000000000,48.2999992371,-0.0000002465,0.2959627937,0.0300344098,0.0508401783
-28.0000000000,48.4000015259,-0.0000000947,0.2935845961,0.0299663674,0.0511353196
-28.0000000000,48.5000000000,0.0000000982,0.2914842330,0.0297552291,0.0511408896
-28.0000000000,48.5999984741,0.0000002590,0.2897229077,0.0295699481,0.0511314292
-28.0000000000,48.7000007629,0.0000000018,0.2883418429,0.0295080803,0.0512685714
-28.0000000000,48.7999992371,-0.0000002054,0.2874028845,0.0294326507,0.0513045151
-28.0000000000,48.9000015259,-0.0000001786,0.2869462210,0.0292991698,0.0511534163
-28.0000000000,49.0000000000,-0.0000004340,0.2868966534,0.0292982683,0.0511606658
-28.0000000000,49.0999984741,-0.0000000571,0.2872113733,0.0293897409,0.0512639573
-28.0000000000,49.2000007629,0.0000002107,0.2876697505,0.0293612741,0.0511329537
-28.0000000000,49.2999992371,-0.0000004250,0.2885580002,0.0294743329,0.0511717653
-28.0000000000,49.4000015259,-0.0000001732,0.2898730334,0.0297294743,0.0513801656
-28.0000000000,49.5000000000,0.0000007376,0.2907761774,0.0297231358,0.0512099912
-28.0000000000,49.5999984741,-0.0000004554,0.2919528702,0.0297961887,0.0511291073
-28.0000000000,49.7000007629,0.0000002375,0.2935227914,0.0300088748,0.0512184748
-28.0000000000,49.7999992371,0.0000000911,0.2942248533,0.0299749784,0.0510388960
-28.0000000000,49.9000015259,0.0000002357,0.2945215113,0.0298453905,0.0507675902
-28.0000000000,50.0000000000,0.0000004143,0.2951451425,0.0298467688,0.0506628664
-28.0000000000,50.0999984741,0.0000003197,0.2950371075,0.0296989642,0.0504308964
-28.0000000000,50.2000007629,-0.0000008304,0.2936983750,0.0292768460,0.0499416887
-28.0000000000,50.2999992371,0.0000001000,0.2926652273,0.0289866887,0.0496219213
-28.0000000000,50.4000015259,0.0000003179,0.2914700811,0.0286992416,0.0493318825
-28.0000000000,50.5000000000,0.0000001429,0.2887886125,0.0280672684,0.0486948324
-28.0000000000,50.5999984741,-0.0000002107,0.2864540786,0.0275847521,0.0482486460
-28.0000000000,50.7000007629,-0.0000007144,0.2844417774,0.0272382498,0.0479801849
-28.0000000000,50.7999992371,-0.0000002661,0.2813517527,0.0266637653,0.0474851061
-28.0000000000,50.9000015259,-0.0000000500,0.2786808284,0.0262453314,0.0471885126
-28.0000000000,51.0000000000,0.0000001036,0.2764499015,0.0259812344,0.0470908548
-28.0000000000,51.0999984741,0.0000002857,0.2732180132,0.0254741758,0.0467187707
-28.0000000000,51.2000007629,0.0000003608,0.2702241208,0.0250642095,0.0464767065
-28.0000000000,51.2999992371,-0.0000005215,0.2676948222,0.0248062015,0.0464329870
-28.0000000000,51.4000015259,0.0000000018,0.2651410811,0.0244042035,0.0461211662
-28.0000000000,51.5000000000,0.0000001911,0.2628888888,0.0240655802,0.0458713910
-28.0000000000,51.5999984741,-0.0000000732,0.2611323014,0.0238949582,0.0458525899
-28.0000000000,51.7000007629,0.0000002018,0.2600256201,0.0237557516,0.0457796364
-28.0000000000,51.7999992371,-0.0000000750,0.2594954365,0.0236927178,0.0457515114
-28.0000000000,51.9000015259,-0.0000000571,0.2594532728,0.0237842556,0.0459353355
-28.0000000000,52.0000000000,-0.0000003411,0.2601849339,0.0240060855,0.0462327355
-28.0000000000,52.0999984741,0.0000001982,0.2617057545,0.0243713167,0.0466624394
-28.0000000000,52.2000007629,0.0000003483,0.2637598951,0.0249052923,0.0473120530
-28.0000000000,52.2999992371,-0.0000001197,0.2660604357,0.0253901519,0.0478150085
-28.0000000000,52.4000015259,0.0000007304,0.2685766627,0.0257966686,0.0481247769
-28.0000000000,52.5000000000,-0.0000000839,0.2716004766,0.0263845809,0.0486724127
-28.0000000000,52.5999984741,0.0000003232,0.2745539200,0.0268693455,0.0490327296
-28.0000000000,52.7000007629,-0.0000005518,0.2772149325,0.0271463916,0.0490627152
-28.0000000000,52.7999992371,-0.0000001429,0.2803548691,0.0276346765,0.0493851732
-28.0000000000,52.9000015259,0.0000004375,0.2822673156,0.0278986953,0.0495189263
-28.0000000000,53.0000000000,-0.0000002732,0.2818452436,0.0276366547,0.0491280665
-28.0000000000,53.0999984741,-0.0000001125,0.2817654795,0.0275402069,0.0489707967
-28.0000000000,53.2000007629,0.0000005027,0.2820052484,0.0274296608,0.0487332452
-28.0000000000,53.2999992371,0.0000000822,0.2825485043,0.0271874033,0.0482110374
-28.0000000000,53.4000015259,-0.0000003500,0.2834454000,0.0271156412,0.0479322124
-28.0000000000,53.5000000000,0.0000004277,0.2840329798,0.0269532818,0.0475474511
-28.0000000000,53.5999984741,-0.0000001072,0.2838904011,0.0265405811,0.0468444144
-28.0000000000,53.7000007629,0.0000000688,0.2840635337,0.0262889136,0.0463729468
-28.0000000000,53.7999992371,0.0000002402,0.2843892752,0.0260789432,0.0459507852
-28.0000000000,53.9000015259,-0.0000001286,0.2848376845,0.0258505214,0.0454776358
-28.0000000000,54.0000000000,-0.0000000893,0.2856652805,0.0257623326,0.0451918161
-28.0000000000,54.0999984741,-0.0000002777,0.2866522138,0.0256891381,0.0449088953
-28.0000000000,54.2000007629,-0.0000003741,0.2878030414,0.0255986247,0.0445724708
-28.0000000000,54.2999992371,0.0000000670,0.2893798961,0.0256234854,0.0443730919
-28.0000000000,54.4000015259,-0.0000005501,0.2890867198,0.0253465828,0.0439390646
-28.0000000000,54.5000000000,-0.0000000446,0.2872361251,0.0248266309,0.0433164146
-28.0000000000,54.5999984741,0.0000005929,0.2856919360,0.0243998170,0.0428030201
-28.0000000000,54.7000007629,0.0000004438,0.2831847243,0.0237786807,0.0420843986
-28.0000000000,54.7999992371,0.0000000759,0.2803058328,0.0231096335,0.0413221773
-28.0000000000,54.9000015259,0.0000000009,0.2777838838,0.0225524474,0.0406935130
-28.0000000000,55.0000000000,0.0000001652,0.2761999503,0.0220990647,0.0401055551
-28.0000000000,55.0999984741,-0.0000003474,0.2751542407,0.0217443146,0.0396129556
-28.0000000000,55.2000007629,-0.0000003045,0.2744839528,0.0214885864,0.0392436115
-28.0000000000,55.2999992371,-0.0000001107,0.2742477224,0.0212369375,0.0388185303
-28.0000000000,55.4000015259,0.0000004536,0.2743518265,0.0210616589,0.0384843970
-28.0000000000,55.5000000000,0.0000003563,0.2748137800,0.0209691990,0.0382516513
-28.0000000000,55.5999984741,-0.0000001750,0.2758676034,0.0208989009,0.0379784980
-28.0000000000,55.7000007629,0.0000001179,0.2771797904,0.0209066570,0.0378131698
-28.0000000000,55.7999992371,0.0000001009,0.2785871756,0.0209492650,0.0376991195
-28.0000000000,55.9000015259,-0.0000000339,0.2797677190,0.0209366176,0.0375178581
-28.0000000000,56.0000000000,0.0000000464,0.2812775223,0.0210169517,0.0374598137
-28.0000000000,56.0999984741,-0.0000004724,0.2828137750,0.0211389456,0.0374725530
-28.0000000000,56.2000007629,-0.0000002188,0.2843669871,0.0213013310,0.0375539450
-28.0000000000,56.2999992371,0.0000001116,0.2863566838,0.0215787832,0.0377781552
-28.0000000000,56.4000015259,0.0000000491,0.2875799853,0.0218477789,0.0380855693
-28.0000000000,56.5000000000,-0.0000001027,0.2886276626,0.0221763887,0.0385169494
-28.0000000000,56.5999984741,0.0000006313,0.2901301518,0.0226340611,0.0391067370
-28.0000000000,56.7000007629,-0.0000000964,0.2913590073,0.0230989847,0.0397400732
-28.0000000000,56.7999992371,0.0000002304,0.2928563116,0.0236779042,0.0405258048
-28.0000000000,56.9000015259,-0.0000001268,0.2937562081,0.0242286362,0.0413393602
-28.0000000000,57.0000000000,-0.0000000705,0.2894742097,0.0239546392,0.0414761199
-28.0000000000,57.0999984741,0.0000002509,0.2852601175,0.0237418432,0.0417143753
-28.0000000000,57.2000007629,0.0000001447,0.2800904006,0.0233308207,0.0417487332
-28.0000000000,57.2999992371,0.0000002268,0.2736579798,0.0226395465,0.0414646745
-28.0000000000,57.4000015259,0.0000001161,0.2674306926,0.0220208280,0.0412710933
-28.0000000000,57.5000000000,0.0000000982,0.2588269690,0.0209078006,0.0404895327
-28.0000000000,57.5999984741,-0.0000002045,0.2496037512,0.0196985397,0.0395596228
-28.0000000000,57.7000007629,0.0000000134,0.2407663843,0.0185944699,0.0387151703
-28.0000000000,57.7999992371,-0.0000002313,0.2311616196,0.0172170624,0.0373403136
-28.0000000000,57.9000015259,-0.0000001304,0.2221872517,0.0160066634,0.0361206612
-28.0000000000,58.0000000000,0.0000000491,0.2131307337,0.0147995492,0.0348194161
-28.0000000000,58.0999984741,0.0000001652,0.2036218044,0.0135237304,0.0333079624
-28.0000000000,58.2000007629,0.0000002188,0.1950017290,0.0124369683,0.0319893795
-28.0000000000,58.2999992371,-0.0000001456,0.1868367276,0.0113931382,0.0305895573
-28.0000000000,58.4000015259,-0.0000002795,0.1795157964,0.0104876421,0.0293109172
-28.0000000000,58.5000000000,0.0000002697,0.1732569107,0.0097516486,0.0282421636
-28.0000000000,58.5999984741,0.0000002018,0.1678264637,0.0091152880,0.0272568852
-28.0000000000,58.7000007629,-0.0000000313,0.1633603637,0.0086180437,0.0264774013
-28.0000000000,58.7999992371,0.0000001179,0.1599160881,0.0082389778,0.0258603155
-28.0000000000,58.9000015259,-0.0000000170,0.1572962485,0.0079517737,0.0253764251
-28.0000000000,59.0000000000,-0.0000002777,0.1554362117,0.0077592749,0.0250596758
-28.0000000000,59.0999984741,-0.0000001813,0.1536960226,0.0075523015,0.0246689556
-28.0000000000,59.2000007629,-0.0000000768,0.1524282884,0.0074027842,0.0243828423
-28.0000000000,59.2999992371,0.0000000625,0.1512513354,0.0072609037,0.0241027756
-28.0000000000,59.4000015259,0.0000002652,0.1497534139,0.0070765316,0.0237272799
-28.0000000000,59.5000000000,0.0000004983,0.1486813480,0.0069454457,0.0234568156
-28.0000000000,59.5999984741,-0.0000000759,0.1468896182,0.0067465673,0.0230647520
-28.0000000000,59.7000007629,-0.0000001509,0.1454096255,0.0065861563,0.0227469063
-28.0000000000,59.7999992371,-0.0000001054,0.1443126781,0.0064718127,0.0225228835
-28.0000000000,59.9000015259,-0.0000000036,0.1432885256,0.0063737053,0.0223408086
-28.0000000000,60.0000000000,-0.0000000830,0.1428832983,0.0063394629,0.0222840586
-27.5000000000,20.1000003815,0.0000007358,0.2768370084,0.0170966815,0.0309786055
-27.5000000000,20.2000007629,0.0000001143,0.2711862926,0.0162820239,0.0301199979
-27.5000000000,20.2999992371,0.0000003536,0.2657709018,0.0155275241,0.0293122350
-27.5000000000,20.3999996185,0.0000007537,0.2606087932,0.0148316557,0.0285557852
-27.5000000000,20.5000000000,0.0000010287,0.2557172500,0.0141928466,0.0278510543
-27.5000000000,20.6000003815,0.0000017216,0.2509405438,0.0135232275,0.0270450830
-27.5000000000,20.7000007629,-0.0000001036,0.2465394134,0.0128741693,0.0262097589
-27.5000000000,20.7999992371,0.0000002357,0.2427601100,0.0123244962,0.0254841049
-27.5000000000,20.8999996185,-0.0000001536,0.2396475489,0.0118715307,0.0248687296
-27.5000000000,21.0000000000,-0.0000008215,0.2372430696,0.0115130534,0.0243642566
-27.5000000000,21.1000003815,0.0000001214,0.2365234149,0.0112693720,0.0239229521
-27.5000000000,21.2000007629,0.0000005322,0.2366921245,0.0111179873,0.0235861793
-27.5000000000,21.2999992371,-0.0000000786,0.2376463437,0.0110556828,0.0233607887
-27.5000000000,21.3999996185,-0.0000006251,0.2394116673,0.0110830879,0.0232465075
-27.5000000000,21.5000000000,-0.0000012394,0.2418560397,0.0111912154,0.0232361089
-27.5000000000,21.6000003815,-0.0000003107,0.2443631872,0.0113311186,0.0232849952
-27.5000000000,21.7000007629,-0.0000001857,0.2473341801,0.0115262577,0.0234009803
-27.5000000000,21.7999992371,0.0000012001,0.2507651301,0.0117778052,0.0235837379
-27.5000000000,21.8999996185,0.0000007322,0.2546479143,0.0120870732,0.0238329122
-27.5000000000,22.0000000000,-0.0000004715,0.2573758828,0.0123146297,0.0240234337
-27.5000000000,22.1000003815,-0.0000000893,0.2591224839,0.0124708703,0.0241636592
-27.5000000000,22.2000007629,-0.0000002786,0.2610301160,0.0126556400,0.0243417239
-27.5000000000,22.2999992371,0.0000009501,0.2630927440,0.0128691988,0.0245575327
-27.5000000000,22.3999996185,-0.0000004286,0.2653034285,0.0131118493,0.0248110439
-27.5000000000,22.5000000000,-0.0000005465,0.2651030825,0.0131751420,0.0249490924
-27.5000000000,22.6000003815,0.0000001893,0.2648271018,0.0132452222,0.0251073011
-27.5000000000,22.7000007629,-0.0000004929,0.2646378168,0.0133352792,0.0252953393
-27.5000000000,22.7999992371,-0.0000002536,0.2645335824,0.0134453001,0.0255132196
-27.5000000000,22.8999996185,0.0000004679,0.2640962364,0.0135368640,0.0257286575
-27.5000000000,23.0000000000,0.0000006179,0.2628557105,0.0135679245,0.0259086927
-27.5000000000,23.1000003815,0.0000003679,0.2616704589,0.0136181125,0.0261214940
-27.5000000000,23.2000007629,-0.0000011144,0.2605425460,0.0136873778,0.0263670685
-27.5000000000,23.2999992371,0.0000006858,0.2594734189,0.0137756448,0.0266453874
-27.5000000000,23.3999996185,-0.0000007822,0.2581737734,0.0138459038,0.0269150859
-27.5000000000,23.5000000000,0.0000005286,0.2567990422,0.0139204264,0.0272037350
-27.5000000000,23.6000003815,0.0000005108,0.2554585516,0.0140130734,0.0275272936
-27.5000000000,23.7000007629,-0.0000003715,0.2541558887,0.0141238421,0.0278857857
-27.5000000000,23.7999992371,-0.0000005108,0.2528361502,0.0142245274,0.0282299320
-27.5000000000,23.8999996185,-0.0000007072,0.2512832494,0.0141855739,0.0283262625
-27.5000000000,24.0000000000,0.0000009394,0.2499032890,0.0141862053,0.0284833906
-27.5000000000,24.1000003815,-0.0000000679,0.2486977964,0.0142262122,0.0287014037
-27.5000000000,24.2000007629,0.0000007358,0.2476662344,0.0143053802,0.0289803603
-27.5000000000,24.2999992371,-0.0000002786,0.2475567100,0.0143301310,0.0290431278
-27.5000000000,24.3999996185,0.0000009287,0.2483527256,0.0143454242,0.0289811492
-27.5000000000,24.5000000000,-0.0000006929,0.2495500418,0.0144262230,0.0290044692
-27.5000000000,24.6000003815,-0.0000013859,0.2511470883,0.0145730283,0.0291129350
-27.5000000000,24.7000007629,-0.0000005179,0.2531834014,0.0147875547,0.0293032469
-27.5000000000,24.7999992371,0.0000004500,0.2574071975,0.0151055651,0.0294417690
-27.5000000000,24.8999996185,-0.0000000536,0.2619768161,0.0154816182,0.0296476876
-27.5000000000,25.0000000000,-0.0000011001,0.2668815035,0.0159171671,0.0299206636
-27.5000000000,25.1000003815,-0.0000000250,0.2721067488,0.0164136309,0.0302602790
-27.5000000000,25.2000007629,0.0000008644,0.2783830282,0.0170108937,0.0306530366
-27.5000000000,25.2999992371,0.0000007251,0.2856504722,0.0177006852,0.0310831191
-27.5000000000,25.3999996185,-0.0000005108,0.2930793593,0.0184399039,0.0315588921
-27.5000000000,25.5000000000,0.0000005786,0.3006400737,0.0192290731,0.0320802228
-27.5000000000,25.6000003815,-0.0000001357,0.3083011748,0.0200685989,0.0326470685
-27.5000000000,25.7000007629,-0.0000005751,0.3194965296,0.0210753176,0.0330820760
-27.5000000000,25.7999992371,-0.0000001072,0.3310774891,0.0221632756,0.0335714325
-27.5000000000,25.8999996185,-0.0000002072,0.3428787182,0.0233297516,0.0341204135
-27.5000000000,26.0000000000,0.0000001893,0.3548222841,0.0245743971,0.0347291626
-27.5000000000,26.1000003815,0.0000006965,0.3665229229,0.0257643443,0.0352469753
-27.5000000000,26.2000007629,-0.0000001464,0.3779445562,0.0268777069,0.0356577378
-27.5000000000,26.2999992371,0.0000000250,0.3893676820,0.0280591063,0.0361316323
-27.5000000000,26.3999996185,0.0000000964,0.4006996566,0.0293065999,0.0366692850
-27.5000000000,26.5000000000,0.0000004108,0.4118456961,0.0306178741,0.0372715358
-27.5000000000,26.6000003815,-0.0000007465,0.4187459651,0.0312493201,0.0374129806
-27.5000000000,26.7000007629,-0.0000005143,0.4254133358,0.0319064707,0.0376005530
-27.5000000000,26.7999992371,0.0000007108,0.4318491254,0.0325966552,0.0378407910
-27.5000000000,26.8999996185,-0.0000009072,0.4380092961,0.0333186314,0.0381341601
-27.5000000000,27.0000000000,0.0000000750,0.4421435497,0.0338195860,0.0383450293
-27.5000000000,27.1000003815,0.0000010823,0.4445334072,0.0341219120,0.0384794687
-27.5000000000,27.2000007629,0.0000001107,0.4467794337,0.0344556682,0.0386600428
-27.5000000000,27.2999992371,-0.0000001679,0.4488715250,0.0348205604,0.0388867780
-27.5000000000,27.3999996185,-0.0000018288,0.4505219244,0.0351661742,0.0391282606
-27.5000000000,27.5000000000,0.0000001072,0.4486379023,0.0349291712,0.0390280208
-27.5000000000,27.6000003815,0.0000004608,0.4468220013,0.0347481854,0.0389837001
-27.5000000000,27.7000007629,0.0000004465,0.4450811179,0.0346231721,0.0389953505
-27.5000000000,27.7999992371,0.0000003286,0.4434207070,0.0345539637,0.0390629568
-27.5000000000,27.8999996185,-0.0000009930,0.4398991749,0.0341137759,0.0388745396
-27.5000000000,28.0000000000,0.0000007429,0.4353981553,0.0335105807,0.0385826856
-27.5000000000,28.1000003815,0.0000004500,0.4310179753,0.0329840742,0.0383629914
-27.5000000000,28.2000007629,0.0000002465,0.4267790882,0.0325337984,0.0382155020
-27.5000000000,28.2999992371,-0.0000002322,0.4228159177,0.0321128182,0.0380749400
-27.5000000000,28.3999996185,-0.0000007572,0.4194096749,0.0316218473,0.0377980423
-27.5000000000,28.5000000000,0.0000016252,0.4161973829,0.0312210135,0.0376074602
-27.5000000000,28.6000003815,0.0000002357,0.4131965085,0.0309098437,0.0375033215
-27.5000000000,28.7000007629,-0.0000002000,0.4104220016,0.0306878593,0.0374857385
-27.5000000000,28.7999992371,0.0000010894,0.4092080898,0.0304965861,0.0373629316
-27.5000000000,28.8999996185,0.0000009822,0.4084607174,0.0303717367,0.0372782835
-27.5000000000,29.0000000000,0.0000000822,0.4079238867,0.0303236041,0.0372682134
-27.5000000000,29.1000003815,0.0000002715,0.4075988376,0.0303519946,0.0373326805
-27.5000000000,29.2000007629,0.0000005322,0.4073641714,0.0303697046,0.0373758661
-27.5000000000,29.2999992371,-0.0000000714,0.4071441339,0.0303420648,0.0373620680
-27.5000000000,29.3999996185,0.0000002286,0.4070606615,0.0303634740,0.0373960064
-27.5000000000,29.5000000000,-0.0000000107,0.4071137377,0.0304339528,0.0374777031
-27.5000000000,29.6000003815,0.0000004679,0.4071566016,0.0305163637,0.0375749710
-27.5000000000,29.7000007629,0.0000001357,0.4060664944,0.0303266663,0.0374419954
-27.5000000000,29.7999992371,-0.0000002322,0.4050902993,0.0301831793,0.0373548779
-27.5000000000,29.8999996185,-0.0000004572,0.4042307893,0.0300858207,0.0373136679
-27.5000000000,30.0000000000,0.0000006929,0.4034905378,0.0300345235,0.0373183740
